away_goals,year,home_behinds,home_goals,away_behinds,away_team,home_team,venue,home_score,away_score,roundname,winner
14,2018,5,16,4,St Kilda,West Coast,Optus Stadium,101,88,Round 11,West Coast
12,2018,15,21,15,Brisbane Lions,North Melbourne,Docklands,141,87,Round 11,North Melbourne
12,2018,12,21,5,Fremantle,Collingwood,M.C.G.,138,77,Round 11,Collingwood
14,2018,15,11,13,Greater Western Sydney,Adelaide,Adelaide Oval,81,97,Round 11,Greater Western Sydney
8,2018,12,10,10,Richmond,Port Adelaide,Adelaide Oval,72,58,Round 12,Port Adelaide
8,2018,12,14,11,North Melbourne,Geelong,GMHBA Stadium,96,59,Round 12,Geelong
4,2018,14,20,2,Gold Coast,Greater Western Sydney,Sydney Showground,134,26,Round 12,Greater Western Sydney
19,2018,13,7,12,Sydney,St Kilda,Docklands,55,126,Round 12,Sydney
12,2018,14,8,12,Essendon,Brisbane Lions,Gabba,62,84,Round 12,Essendon
9,2018,11,10,14,Adelaide,Fremantle,Optus Stadium,71,68,Round 12,Fremantle
20,2018,7,14,13,Collingwood,Melbourne,M.C.G.,91,133,Round 12,Collingwood
11,2018,12,20,9,Western Bulldogs,Port Adelaide,Adelaide Oval,132,75,Round 13,Port Adelaide
7,2018,12,10,15,West Coast,Sydney,S.C.G.,72,57,Round 13,Sydney
15,2018,10,6,13,Fremantle,Carlton,Docklands,46,103,Round 13,Fremantle
11,2018,12,11,14,St Kilda,Gold Coast,Carrara,78,80,Round 13,St Kilda
4,2018,16,12,8,Adelaide,Hawthorn,M.C.G.,88,32,Round 13,Hawthorn
12,2018,11,9,11,Richmond,Geelong,M.C.G.,65,83,Round 13,Richmond
12,2018,16,6,8,Essendon,West Coast,Optus Stadium,52,80,Round 14,Essendon
9,2018,9,11,11,Melbourne,Port Adelaide,Adelaide Oval,75,65,Round 14,Port Adelaide
5,2018,18,13,13,Gold Coast,Hawthorn,University of Tasmania Stadium,96,43,Round 14,Hawthorn
16,2018,10,12,13,Greater Western Sydney,Brisbane Lions,Gabba,82,109,Round 14,Greater Western Sydney
12,2018,9,11,5,North Melbourne,Western Bulldogs,Docklands,75,77,Round 14,North Melbourne
9,2018,13,11,5,Carlton,Collingwood,M.C.G.,79,59,Round 14,Collingwood
11,2018,9,14,1,Sydney,Richmond,Docklands,93,67,Round 15,Richmond
15,2018,7,16,11,Geelong,Western Bulldogs,Docklands,103,101,Round 15,Western Bulldogs
13,2018,9,10,12,Port Adelaide,Carlton,M.C.G.,69,90,Round 15,Port Adelaide
12,2018,16,12,6,West Coast,Adelaide,Adelaide Oval,88,78,Round 15,Adelaide
14,2018,12,8,15,Collingwood,Gold Coast,Carrara,60,99,Round 15,Collingwood
13,2018,17,13,6,Hawthorn,Greater Western Sydney,Sydney Showground,95,84,Round 15,Greater Western Sydney
18,2018,9,18,11,St Kilda,Melbourne,M.C.G.,117,119,Round 15,St Kilda
16,2018,11,19,12,North Melbourne,Essendon,Docklands,125,108,Round 15,Essendon
18,2018,10,9,11,Brisbane Lions,Fremantle,Optus Stadium,64,119,Round 15,Brisbane Lions
8,2018,5,9,23,Geelong,Sydney,S.C.G.,59,71,Round 16,Geelong
8,2018,13,15,8,Adelaide,Richmond,M.C.G.,103,56,Round 16,Richmond
7,2018,12,18,13,Carlton,Brisbane Lions,Gabba,120,55,Round 16,Brisbane Lions
7,2018,14,12,8,St Kilda,Port Adelaide,Adelaide Oval,86,50,Round 16,Port Adelaide
19,2018,5,9,8,Hawthorn,Western Bulldogs,Docklands,59,122,Round 16,Hawthorn
7,2018,24,13,6,Fremantle,Melbourne,Marrara Oval,102,48,Round 16,Melbourne
8,2018,11,14,10,Gold Coast,North Melbourne,Docklands,95,58,Round 16,North Melbourne
12,2018,8,9,6,Collingwood,Essendon,M.C.G.,62,78,Round 16,Collingwood
10,2018,8,13,15,Greater Western Sydney,West Coast,Optus Stadium,86,75,Round 16,West Coast
14,2018,16,16,13,Geelong,Adelaide,Adelaide Oval,112,97,Round 17,Adelaide
7,2018,20,16,10,Carlton,St Kilda,Docklands,116,52,Round 17,St Kilda
15,2018,11,9,8,Brisbane Lions,Hawthorn,University of Tasmania Stadium,65,98,Round 17,Brisbane Lions
10,2018,11,18,9,Western Bulldogs,Melbourne,M.C.G.,119,69,Round 17,Melbourne
13,2018,15,6,17,Essendon,Gold Coast,Carrara,51,95,Round 17,Essendon
10,2018,13,11,17,Richmond,Greater Western Sydney,Sydney Showground,79,77,Round 17,Greater Western Sydney
15,2018,13,9,12,West Coast,Collingwood,M.C.G.,67,102,Round 17,West Coast
16,2018,8,15,8,Sydney,North Melbourne,Docklands,98,104,Round 17,Sydney
7,2018,11,8,8,Port Adelaide,Fremantle,Optus Stadium,59,50,Round 17,Fremantle
16,2018,9,8,15,Richmond,St Kilda,Docklands,57,111,Round 18,Richmond
9,2018,10,20,10,North Melbourne,Collingwood,M.C.G.,130,64,Round 18,Collingwood
12,2018,16,8,16,Gold Coast,Sydney,S.C.G.,64,88,Round 18,Gold Coast
11,2018,21,13,4,Fremantle,Essendon,Docklands,99,70,Round 18,Essendon
13,2018,10,13,15,Adelaide,Brisbane Lions,Gabba,88,93,Round 18,Adelaide
14,2018,4,16,14,Melbourne,Geelong,GMHBA Stadium,100,98,Round 18,Geelong
18,2018,10,7,16,Hawthorn,Carlton,Docklands,52,124,Round 18,Hawthorn
6,2018,16,14,10,Western Bulldogs,West Coast,Optus Stadium,100,46,Round 18,West Coast
11,2018,10,8,14,Greater Western Sydney,Port Adelaide,Adelaide Oval,58,80,Round 18,Greater Western Sydney
10,2018,19,15,6,Sydney,Essendon,Docklands,109,66,Round 19,Essendon
12,2018,9,16,5,Collingwood,Richmond,M.C.G.,105,77,Round 19,Richmond
11,2018,12,18,12,Brisbane Lions,Geelong,GMHBA Stadium,120,78,Round 19,Geelong
8,2018,8,13,13,St Kilda,Greater Western Sydney,Sydney Showground,86,61,Round 19,Greater Western Sydney
12,2018,14,5,7,Carlton,Gold Coast,Carrara,44,79,Round 19,Carlton
13,2018,17,10,12,Melbourne,Adelaide,Adelaide Oval,77,90,Round 19,Melbourne
6,2018,9,12,5,West Coast,North Melbourne,Bellerive Oval,81,41,Round 19,North Melbourne
11,2018,4,5,12,Port Adelaide,Western Bulldogs,Mars Stadium,34,78,Round 19,Port Adelaide
17,2018,11,7,10,Hawthorn,Fremantle,Optus Stadium,53,112,Round 19,Hawthorn
12,2018,13,12,10,Geelong,Richmond,M.C.G.,85,82,Round 20,Richmond
16,2018,11,16,7,Essendon,Hawthorn,M.C.G.,107,103,Round 20,Hawthorn
16,2018,8,16,11,North Melbourne,Brisbane Lions,Gabba,104,107,Round 20,North Melbourne
14,2018,18,13,9,Port Adelaide,Adelaide,Adelaide Oval,96,93,Round 20,Adelaide
15,2018,14,9,13,Western Bulldogs,St Kilda,Docklands,68,103,Round 20,Western Bulldogs
10,2018,7,11,11,Collingwood,Sydney,S.C.G.,73,71,Round 20,Sydney
23,2018,4,7,13,Greater Western Sydney,Carlton,Docklands,46,151,Round 20,Greater Western Sydney
7,2018,17,21,5,Gold Coast,Melbourne,M.C.G.,143,47,Round 20,Melbourne
13,2018,16,21,6,Fremantle,West Coast,Optus Stadium,142,84,Round 20,West Coast
11,2018,14,18,13,St Kilda,Essendon,Docklands,122,79,Round 21,Essendon
8,2018,11,10,12,Geelong,Hawthorn,M.C.G.,71,60,Round 21,Hawthorn
19,2018,9,7,11,Richmond,Gold Coast,Carrara,51,125,Round 21,Richmond
9,2018,4,9,8,West Coast,Port Adelaide,Adelaide Oval,58,62,Round 21,West Coast
11,2018,20,14,7,Brisbane Lions,Collingwood,Docklands,104,73,Round 21,Collingwood
13,2018,16,15,14,Adelaide,Greater Western Sydney,UNSW Canberra Oval,106,92,Round 21,Greater Western Sydney
13,2018,13,12,14,Western Bulldogs,North Melbourne,Docklands,85,92,Round 21,Western Bulldogs
13,2018,18,10,9,Sydney,Melbourne,M.C.G.,78,87,Round 21,Sydney
10,2018,11,15,12,Carlton,Fremantle,Optus Stadium,101,72,Round 21,Fremantle
11,2018,9,12,7,Essendon,Richmond,M.C.G.,81,73,Round 22,Richmond
10,2018,13,17,4,Port Adelaide,Collingwood,M.C.G.,115,64,Round 22,Collingwood
3,2018,14,24,7,Fremantle,Geelong,GMHBA Stadium,158,25,Round 22,Geelong
11,2018,12,8,14,Sydney,Greater Western Sydney,Sydney Showground,60,80,Round 22,Sydney
10,2018,8,11,18,Brisbane Lions,Gold Coast,Carrara,74,78,Round 22,Brisbane Lions
12,2018,10,11,8,Hawthorn,St Kilda,Docklands,76,80,Round 22,Hawthorn
10,2018,7,7,6,Western Bulldogs,Carlton,Docklands,49,66,Round 22,Western Bulldogs
16,2018,7,14,12,Melbourne,West Coast,Optus Stadium,91,108,Round 22,Melbourne
11,2018,14,12,11,North Melbourne,Adelaide,Adelaide Oval,86,77,Round 22,Adelaide
26,2018,13,8,9,Adelaide,Carlton,Docklands,61,165,Round 23,Adelaide
5,2018,10,22,10,Gold Coast,Geelong,GMHBA Stadium,142,40,Round 23,Geelong
14,2018,8,15,11,Western Bulldogs,Richmond,M.C.G.,98,95,Round 23,Richmond
12,2018,14,10,11,Hawthorn,Sydney,S.C.G.,74,83,Round 23,Hawthorn
14,2018,6,11,14,West Coast,Brisbane Lions,Gabba,72,98,Round 23,West Coast
17,2018,10,14,15,North Melbourne,St Kilda,Docklands,94,117,Round 23,North Melbourne
8,2018,12,15,9,Greater Western Sydney,Melbourne,M.C.G.,102,57,Round 23,Melbourne
17,2018,11,13,9,Essendon,Port Adelaide,Adelaide Oval,89,111,Round 23,Essendon
11,2018,13,9,10,Collingwood,Fremantle,Optus Stadium,67,76,Round 23,Collingwood
12,2016,8,14,11,Carlton,Richmond,M.C.G.,92,83,Round 1,Richmond
10,2016,8,12,18,Greater Western Sydney,Melbourne,M.C.G.,80,78,Round 1,Melbourne
9,2016,19,17,6,Essendon,Gold Coast,Carrara,121,60,Round 1,Gold Coast
7,2016,25,18,11,Collingwood,Sydney,S.C.G.,133,53,Round 1,Sydney
14,2016,11,16,13,Adelaide,North Melbourne,Docklands,107,97,Round 1,North Melbourne
5,2016,13,15,8,Fremantle,Western Bulldogs,Docklands,103,38,Round 1,Western Bulldogs
15,2016,13,20,10,St Kilda,Port Adelaide,Adelaide Oval,133,100,Round 1,Port Adelaide
15,2016,10,26,12,Brisbane Lions,West Coast,Subiaco,166,102,Round 1,West Coast
12,2016,8,18,14,Hawthorn,Geelong,M.C.G.,116,86,Round 1,Geelong
12,2016,9,13,14,Richmond,Collingwood,M.C.G.,87,86,Round 2,Collingwood
11,2016,12,22,20,Port Adelaide,Adelaide,Adelaide Oval,144,86,Round 2,Adelaide
10,2016,14,11,7,Melbourne,Essendon,M.C.G.,80,67,Round 2,Essendon
17,2016,17,11,15,North Melbourne,Brisbane Lions,Gabba,83,117,Round 2,North Melbourne
13,2016,6,5,15,Western Bulldogs,St Kilda,Docklands,36,93,Round 2,Western Bulldogs
19,2016,16,14,12,Gold Coast,Fremantle,Subiaco,100,126,Round 2,Gold Coast
11,2016,11,13,10,Geelong,Greater Western Sydney,Manuka Oval,89,76,Round 2,Greater Western Sydney
7,2016,15,14,11,West Coast,Hawthorn,M.C.G.,99,53,Round 2,Hawthorn
20,2016,11,10,11,Sydney,Carlton,Docklands,71,131,Round 2,Sydney
7,2016,10,17,9,Essendon,Port Adelaide,Adelaide Oval,112,51,Round 3,Port Adelaide
14,2016,11,18,6,Collingwood,St Kilda,M.C.G.,119,90,Round 3,St Kilda
19,2016,14,13,14,Adelaide,Richmond,Docklands,92,128,Round 3,Adelaide
10,2016,9,14,8,Greater Western Sydney,Sydney,S.C.G.,93,68,Round 3,Sydney
5,2016,17,13,11,Carlton,Gold Coast,Carrara,95,41,Round 3,Gold Coast
8,2016,20,12,11,Fremantle,West Coast,Subiaco,92,59,Round 3,West Coast
20,2016,10,21,11,Melbourne,North Melbourne,Bellerive Oval,136,131,Round 3,North Melbourne
14,2016,12,13,9,Hawthorn,Western Bulldogs,Docklands,90,93,Round 3,Hawthorn
7,2016,17,18,14,Brisbane Lions,Geelong,Kardinia Park,125,56,Round 3,Geelong
9,2016,17,18,3,Richmond,West Coast,Subiaco,125,57,Round 4,West Coast
9,2016,6,6,18,Geelong,Essendon,M.C.G.,42,72,Round 4,Geelong
13,2016,9,13,6,St Kilda,Hawthorn,York Park,87,84,Round 4,Hawthorn
14,2016,23,14,10,Gold Coast,Brisbane Lions,Gabba,107,94,Round 4,Brisbane Lions
13,2016,7,7,7,Western Bulldogs,Carlton,Docklands,49,85,Round 4,Western Bulldogs
15,2016,17,16,13,Sydney,Adelaide,Adelaide Oval,113,103,Round 4,Adelaide
9,2016,19,22,11,Port Adelaide,Greater Western Sydney,Manuka Oval,151,65,Round 4,Greater Western Sydney
16,2016,13,9,6,Melbourne,Collingwood,M.C.G.,67,102,Round 4,Melbourne
14,2016,12,20,17,Fremantle,North Melbourne,Docklands,132,101,Round 4,North Melbourne
17,2016,10,17,7,Adelaide,Hawthorn,M.C.G.,112,109,Round 5,Hawthorn
7,2016,16,12,7,West Coast,Sydney,S.C.G.,88,49,Round 5,Sydney
18,2016,15,11,11,North Melbourne,Gold Coast,Carrara,81,119,Round 5,North Melbourne
10,2016,18,17,7,Brisbane Lions,Western Bulldogs,Docklands,120,67,Round 5,Western Bulldogs
16,2016,11,8,11,Geelong,Port Adelaide,Adelaide Oval,59,107,Round 5,Geelong
19,2016,7,12,12,Greater Western Sydney,St Kilda,Docklands,79,126,Round 5,Greater Western Sydney
10,2016,14,9,12,Carlton,Fremantle,Subiaco,68,72,Round 5,Carlton
14,2016,9,20,12,Richmond,Melbourne,M.C.G.,129,96,Round 5,Melbourne
11,2016,10,22,7,Essendon,Collingwood,M.C.G.,142,73,Round 5,Collingwood
6,2016,7,9,9,Western Bulldogs,North Melbourne,Docklands,61,45,Round 6,North Melbourne
20,2016,6,15,15,St Kilda,Melbourne,Docklands,96,135,Round 6,St Kilda
8,2016,13,14,16,Fremantle,Adelaide,Adelaide Oval,97,64,Round 6,Adelaide
12,2016,14,24,11,Hawthorn,Greater Western Sydney,Sydney Showground,158,83,Round 6,Greater Western Sydney
13,2016,11,8,16,Port Adelaide,Richmond,M.C.G.,59,94,Round 6,Port Adelaide
7,2016,18,25,6,Gold Coast,Geelong,Kardinia Park,168,48,Round 6,Geelong
15,2016,10,14,7,Sydney,Brisbane Lions,Gabba,94,97,Round 6,Sydney
8,2016,12,10,9,Essendon,Carlton,M.C.G.,72,57,Round 6,Carlton
9,2016,16,18,8,Collingwood,West Coast,Subiaco,124,62,Round 6,West Coast
21,2016,12,13,10,Hawthorn,Richmond,M.C.G.,90,136,Round 7,Hawthorn
15,2016,12,12,9,Carlton,Collingwood,M.C.G.,84,99,Round 7,Carlton
12,2016,15,18,7,West Coast,Geelong,Kardinia Park,123,79,Round 7,Geelong
7,2016,15,20,12,Essendon,Sydney,S.C.G.,135,54,Round 7,Sydney
24,2016,3,14,16,Melbourne,Gold Coast,Carrara,87,160,Round 7,Melbourne
17,2016,15,18,6,Adelaide,Western Bulldogs,Docklands,123,108,Round 7,Western Bulldogs
14,2016,11,11,11,Greater Western Sydney,Fremantle,Subiaco,77,95,Round 7,Greater Western Sydney
11,2016,9,11,16,North Melbourne,St Kilda,Docklands,75,82,Round 7,North Melbourne
7,2016,10,21,17,Brisbane Lions,Port Adelaide,Adelaide Oval,136,59,Round 7,Port Adelaide
13,2016,6,11,20,Geelong,Adelaide,Adelaide Oval,72,98,Round 8,Geelong
10,2016,12,8,14,North Melbourne,Essendon,Docklands,60,74,Round 8,North Melbourne
11,2016,14,17,9,Fremantle,Hawthorn,York Park,116,75,Round 8,Hawthorn
9,2016,17,22,4,Gold Coast,Greater Western Sydney,Sydney Showground,149,58,Round 8,Greater Western Sydney
15,2016,17,14,10,Sydney,Richmond,M.C.G.,101,100,Round 8,Richmond
20,2016,5,10,23,Collingwood,Brisbane Lions,Gabba,65,143,Round 8,Collingwood
13,2016,9,14,13,Port Adelaide,Carlton,Docklands,93,91,Round 8,Carlton
17,2016,10,12,12,Western Bulldogs,Melbourne,M.C.G.,82,114,Round 8,Western Bulldogs
3,2016,12,20,11,St Kilda,West Coast,Subiaco,132,29,Round 8,West Coast
10,2016,13,7,9,Sydney,Hawthorn,M.C.G.,55,69,Round 9,Sydney
11,2016,8,16,14,Geelong,Collingwood,M.C.G.,104,80,Round 9,Collingwood
22,2016,8,11,17,Adelaide,Gold Coast,Carrara,74,149,Round 9,Adelaide
14,2016,8,13,10,West Coast,Port Adelaide,Adelaide Oval,86,94,Round 9,West Coast
6,2016,11,17,10,Carlton,North Melbourne,Docklands,113,46,Round 9,North Melbourne
11,2016,9,6,17,Richmond,Fremantle,Subiaco,45,83,Round 9,Richmond
9,2016,17,19,14,Brisbane Lions,Melbourne,M.C.G.,131,68,Round 9,Melbourne
10,2016,8,15,13,Western Bulldogs,Greater Western Sydney,Sydney Showground,98,73,Round 9,Greater Western Sydney
9,2016,13,16,9,Essendon,St Kilda,Docklands,109,63,Round 9,St Kilda
9,2016,7,14,11,North Melbourne,Sydney,S.C.G.,91,65,Round 10,Sydney
21,2016,9,13,9,Hawthorn,Brisbane Lions,Gabba,87,135,Round 10,Hawthorn
18,2016,16,10,13,Port Adelaide,Melbourne,Traeger Park,76,121,Round 10,Port Adelaide
10,2016,11,15,7,Fremantle,St Kilda,Docklands,101,67,Round 10,St Kilda
16,2016,7,10,9,Richmond,Essendon,M.C.G.,67,105,Round 10,Richmond
13,2016,17,15,7,Greater Western Sydney,Adelaide,Adelaide Oval,107,85,Round 10,Adelaide
12,2016,8,16,13,Geelong,Carlton,Docklands,104,85,Round 10,Carlton
11,2016,11,7,8,Western Bulldogs,Collingwood,M.C.G.,53,74,Round 10,Western Bulldogs
7,2016,12,20,13,Gold Coast,West Coast,Subiaco,132,55,Round 10,West Coast
7,2016,16,18,12,Richmond,North Melbourne,Bellerive Oval,124,54,Round 11,North Melbourne
10,2016,16,11,4,Melbourne,Hawthorn,M.C.G.,82,64,Round 11,Hawthorn
9,2016,6,16,10,Brisbane Lions,Carlton,Docklands,102,64,Round 11,Carlton
14,2016,14,14,4,Greater Western Sydney,Geelong,Kardinia Park,98,88,Round 11,Geelong
11,2016,5,6,13,Sydney,Gold Coast,Carrara,41,79,Round 11,Sydney
6,2016,6,20,11,Essendon,Fremantle,Subiaco,126,47,Round 11,Fremantle
19,2016,16,7,11,Port Adelaide,Collingwood,M.C.G.,58,125,Round 11,Port Adelaide
11,2016,11,12,9,West Coast,Western Bulldogs,Docklands,83,75,Round 11,Western Bulldogs
6,2016,19,19,9,St Kilda,Adelaide,Adelaide Oval,133,45,Round 11,Adelaide
23,2016,7,6,13,Hawthorn,Essendon,Docklands,43,151,Round 12,Hawthorn
15,2016,13,14,10,Western Bulldogs,Port Adelaide,Adelaide Oval,97,100,Round 12,Western Bulldogs
23,2016,10,9,9,Fremantle,Brisbane Lions,Gabba,64,147,Round 12,Fremantle
12,2016,15,15,2,North Melbourne,Geelong,Docklands,105,74,Round 12,Geelong
15,2016,10,11,15,Adelaide,West Coast,Subiaco,76,105,Round 12,Adelaide
12,2016,8,17,6,Carlton,St Kilda,Docklands,110,78,Round 12,St Kilda
15,2016,12,17,7,Gold Coast,Richmond,M.C.G.,114,97,Round 12,Richmond
9,2016,15,15,9,Sydney,Greater Western Sydney,Sydney Showground,105,63,Round 12,Greater Western Sydney
8,2016,8,16,10,Collingwood,Melbourne,M.C.G.,104,58,Round 12,Melbourne
14,2016,18,11,9,Hawthorn,North Melbourne,Docklands,84,93,Round 13,Hawthorn
20,2016,10,12,11,West Coast,Brisbane Lions,Gabba,82,131,Round 13,West Coast
9,2016,14,12,15,Port Adelaide,Fremantle,Subiaco,86,69,Round 13,Fremantle
16,2016,13,5,4,Geelong,Western Bulldogs,Docklands,43,100,Round 13,Geelong
4,2016,14,12,7,Melbourne,Sydney,S.C.G.,86,31,Round 13,Sydney
17,2016,18,12,15,Greater Western Sydney,Essendon,Docklands,90,117,Round 13,Greater Western Sydney
10,2016,28,12,7,North Melbourne,Adelaide,Adelaide Oval,100,67,Round 14,Adelaide
5,2016,13,12,7,Fremantle,Collingwood,M.C.G.,85,37,Round 14,Collingwood
11,2016,15,17,9,Brisbane Lions,Richmond,M.C.G.,117,75,Round 14,Richmond
9,2016,19,18,11,Carlton,Greater Western Sydney,Sydney Showground,127,65,Round 14,Greater Western Sydney
13,2016,9,14,12,Geelong,St Kilda,Docklands,93,90,Round 14,St Kilda
8,2016,14,12,12,Gold Coast,Hawthorn,York Park,86,60,Round 14,Hawthorn
7,2016,10,20,10,Essendon,West Coast,Subiaco,130,52,Round 15,West Coast
8,2016,10,14,8,Richmond,Port Adelaide,Adelaide Oval,94,56,Round 15,Port Adelaide
8,2016,18,15,20,St Kilda,Gold Coast,Carrara,108,68,Round 15,Gold Coast
13,2016,13,11,5,Western Bulldogs,Sydney,S.C.G.,79,83,Round 15,Western Bulldogs
8,2016,9,6,9,Collingwood,Carlton,M.C.G.,45,57,Round 15,Collingwood
18,2016,8,15,12,Adelaide,Melbourne,M.C.G.,98,120,Round 15,Adelaide
15,2016,7,12,11,Hawthorn,Port Adelaide,Adelaide Oval,79,101,Round 16,Hawthorn
15,2016,6,9,8,Sydney,Geelong,Kardinia Park,60,98,Round 16,Sydney
19,2016,9,14,11,Collingwood,Greater Western Sydney,Sydney Showground,93,125,Round 16,Collingwood
17,2016,7,22,11,Brisbane Lions,Gold Coast,Carrara,139,113,Round 16,Gold Coast
11,2016,13,12,9,Richmond,Western Bulldogs,Docklands,85,75,Round 16,Western Bulldogs
8,2016,15,12,7,Fremantle,Melbourne,Marrara Oval,87,55,Round 16,Melbourne
16,2016,5,7,11,Adelaide,Carlton,M.C.G.,47,107,Round 16,Adelaide
11,2016,8,16,6,North Melbourne,West Coast,Subiaco,104,72,Round 16,West Coast
17,2016,14,14,7,St Kilda,Essendon,Docklands,98,109,Round 16,St Kilda
11,2016,10,10,9,Hawthorn,Sydney,S.C.G.,70,75,Round 17,Hawthorn
11,2016,7,9,12,Geelong,Fremantle,Subiaco,61,78,Round 17,Geelong
11,2016,6,16,17,Essendon,Richmond,M.C.G.,102,83,Round 17,Richmond
16,2016,17,10,9,Port Adelaide,North Melbourne,Docklands,77,105,Round 17,Port Adelaide
8,2016,17,15,11,Gold Coast,Western Bulldogs,Cazaly's Stadium,107,59,Round 17,Western Bulldogs
10,2016,13,14,9,Collingwood,Adelaide,Adelaide Oval,97,69,Round 17,Adelaide
12,2016,9,11,10,West Coast,Carlton,M.C.G.,75,82,Round 17,West Coast
11,2016,20,15,8,Melbourne,St Kilda,Docklands,110,74,Round 17,St Kilda
22,2016,13,9,14,Greater Western Sydney,Brisbane Lions,Gabba,67,146,Round 17,Greater Western Sydney
18,2016,12,12,16,North Melbourne,Collingwood,Docklands,84,124,Round 18,North Melbourne
10,2016,14,10,8,Carlton,Sydney,S.C.G.,74,68,Round 18,Sydney
12,2016,9,16,9,Fremantle,Gold Coast,Carrara,105,81,Round 18,Gold Coast
8,2016,6,10,12,Melbourne,West Coast,Subiaco,66,60,Round 18,West Coast
11,2016,6,9,9,St Kilda,Western Bulldogs,Docklands,60,75,Round 18,St Kilda
7,2016,13,12,13,Adelaide,Geelong,Kardinia Park,85,55,Round 18,Geelong
20,2016,19,12,8,Brisbane Lions,Essendon,Docklands,91,128,Round 18,Brisbane Lions
5,2016,18,16,14,Richmond,Hawthorn,M.C.G.,114,44,Round 18,Hawthorn
11,2016,6,9,13,Greater Western Sydney,Port Adelaide,Adelaide Oval,60,79,Round 18,Greater Western Sydney
11,2016,7,16,12,Western Bulldogs,Geelong,Kardinia Park,103,78,Round 19,Geelong
3,2016,9,17,5,Richmond,Greater Western Sydney,Manuka Oval,111,23,Round 19,Greater Western Sydney
7,2016,14,10,13,Carlton,Hawthorn,York Park,74,55,Round 19,Hawthorn
11,2016,13,13,6,West Coast,Collingwood,M.C.G.,91,72,Round 19,Collingwood
8,2016,13,12,14,St Kilda,North Melbourne,Docklands,85,62,Round 19,North Melbourne
25,2016,13,11,23,Port Adelaide,Brisbane Lions,Gabba,79,173,Round 19,Port Adelaide
9,2016,12,9,10,Gold Coast,Melbourne,M.C.G.,66,64,Round 19,Melbourne
21,2016,5,7,11,Sydney,Fremantle,Subiaco,47,137,Round 19,Sydney
9,2016,11,22,7,Essendon,Adelaide,Adelaide Oval,143,61,Round 19,Adelaide
11,2016,8,14,11,Collingwood,Richmond,M.C.G.,92,77,Round 20,Richmond
4,2016,16,14,9,Port Adelaide,Sydney,S.C.G.,100,33,Round 20,Sydney
11,2016,8,17,15,Hawthorn,Melbourne,M.C.G.,110,81,Round 20,Melbourne
14,2016,6,13,8,Greater Western Sydney,Gold Coast,Carrara,84,92,Round 20,Greater Western Sydney
7,2016,7,9,5,North Melbourne,Western Bulldogs,Docklands,61,47,Round 20,Western Bulldogs
6,2016,15,27,3,Brisbane Lions,Adelaide,Adelaide Oval,177,39,Round 20,Adelaide
4,2016,10,15,10,Essendon,Geelong,Docklands,100,34,Round 20,Geelong
19,2016,9,7,8,St Kilda,Carlton,M.C.G.,51,122,Round 20,St Kilda
17,2016,10,9,8,West Coast,Fremantle,Subiaco,64,110,Round 20,West Coast
14,2016,11,14,8,Collingwood,Western Bulldogs,Docklands,95,92,Round 21,Western Bulldogs
13,2016,9,15,17,Carlton,Brisbane Lions,Gabba,99,95,Round 21,Brisbane Lions
8,2016,12,14,9,North Melbourne,Hawthorn,M.C.G.,96,57,Round 21,Hawthorn
14,2016,12,14,13,West Coast,Greater Western Sydney,Sydney Showground,96,97,Round 21,West Coast
23,2016,10,11,8,Sydney,St Kilda,Docklands,76,146,Round 21,Sydney
13,2016,6,8,16,Melbourne,Port Adelaide,Adelaide Oval,54,94,Round 21,Melbourne
9,2016,9,11,15,Gold Coast,Essendon,Docklands,75,69,Round 21,Essendon
10,2016,6,12,22,Geelong,Richmond,M.C.G.,78,82,Round 21,Geelong
21,2016,4,11,16,Adelaide,Fremantle,Subiaco,70,142,Round 21,Adelaide
10,2016,14,13,7,Hawthorn,West Coast,Subiaco,92,67,Round 22,West Coast
12,2016,16,10,13,Sydney,North Melbourne,Bellerive Oval,76,85,Round 22,Sydney
7,2016,10,6,13,St Kilda,Richmond,M.C.G.,46,55,Round 22,St Kilda
5,2016,15,19,7,Fremantle,Greater Western Sydney,Sydney Showground,129,37,Round 22,Greater Western Sydney
6,2016,22,16,11,Gold Coast,Collingwood,Docklands,118,47,Round 22,Collingwood
15,2016,10,14,19,Adelaide,Port Adelaide,Adelaide Oval,94,109,Round 22,Adelaide
7,2016,12,11,16,Melbourne,Carlton,M.C.G.,78,58,Round 22,Carlton
19,2016,9,10,15,Geelong,Brisbane Lions,Gabba,69,129,Round 22,Geelong
14,2016,11,7,9,Western Bulldogs,Essendon,Docklands,53,93,Round 22,Western Bulldogs
14,2016,11,10,16,West Coast,Adelaide,Adelaide Oval,71,100,Round 23,West Coast
6,2016,11,24,8,Melbourne,Geelong,Kardinia Park,155,44,Round 23,Geelong
10,2016,13,15,19,Carlton,Essendon,M.C.G.,103,79,Round 23,Essendon
7,2016,14,25,9,Richmond,Sydney,S.C.G.,164,51,Round 23,Sydney
13,2016,12,9,11,Port Adelaide,Gold Coast,Carrara,66,89,Round 23,Port Adelaide
14,2016,9,9,16,Greater Western Sydney,North Melbourne,Docklands,63,100,Round 23,Greater Western Sydney
15,2016,11,25,13,Brisbane Lions,St Kilda,Docklands,161,103,Round 23,St Kilda
17,2016,10,17,9,Collingwood,Hawthorn,M.C.G.,112,111,Round 23,Hawthorn
