winner,roundname,home_score,away_behinds,away_score,year,home_behinds,away_goals,away_team,venue,home_goals,home_team,points_away,points_home,state
Western Bulldogs,Round 2,100,9.0,93,2021,16.0,14.0,West Coast,Docklands,14.0,Western Bulldogs,23.0,30.0,Victoria
Fremantle,Round 2,87,14.0,56,2021,21.0,7.0,Greater Western Sydney,Perth Stadium,11.0,Fremantle,21.0,32.0,Western Australia
Brisbane Lions,Round 3,72,7.0,73,2021,6.0,11.0,Brisbane Lions,Docklands,11.0,Collingwood,18.0,17.0,Victoria
Western Bulldogs,Round 3,39,17.0,167,2021,9.0,25.0,Western Bulldogs,Docklands,5.0,North Melbourne,42.0,14.0,Victoria
Adelaide,Round 3,95,13.0,85,2021,11.0,12.0,Gold Coast,Adelaide Oval,14.0,Adelaide,25.0,25.0,South Australia
Sydney,Round 3,72,15.0,117,2021,12.0,17.0,Sydney,M.C.G.,10.0,Richmond,32.0,22.0,Victoria
Essendon,Round 3,143,14.0,68,2021,11.0,9.0,St Kilda,Docklands,22.0,Essendon,23.0,33.0,Victoria
West Coast,Round 3,108,5.0,71,2021,12.0,11.0,Port Adelaide,Perth Stadium,16.0,West Coast,16.0,28.0,Western Australia
Carlton,Round 3,109,10.0,64,2021,13.0,9.0,Fremantle,Docklands,16.0,Carlton,19.0,29.0,Victoria
Melbourne,Round 3,68,12.0,102,2021,2.0,15.0,Melbourne,Manuka Oval,11.0,Greater Western Sydney,27.0,13.0,New South Wales
Geelong,Round 3,69,10.0,64,2021,9.0,9.0,Hawthorn,M.C.G.,10.0,Geelong,19.0,19.0,Victoria
Sydney,Round 4,83,8.0,80,2021,17.0,12.0,Essendon,S.C.G.,11.0,Sydney,20.0,28.0,New South Wales
Port Adelaide,Round 4,79,11.0,77,2021,13.0,11.0,Richmond,Adelaide Oval,11.0,Port Adelaide,22.0,24.0,South Australia
Western Bulldogs,Round 4,73,6.0,54,2021,13.0,8.0,Brisbane Lions,Eureka Stadium,10.0,Western Bulldogs,14.0,23.0,Victoria
St Kilda,Round 4,102,4.0,82,2021,12.0,13.0,West Coast,Docklands,15.0,St Kilda,17.0,27.0,Victoria
Carlton,Round 4,59,16.0,70,2021,11.0,9.0,Carlton,Carrara,8.0,Gold Coast,25.0,19.0,Queensland
Greater Western Sydney,Round 4,60,6.0,90,2021,6.0,14.0,Greater Western Sydney,M.C.G.,9.0,Collingwood,20.0,15.0,Victoria
Adelaide,Round 4,68,13.0,109,2021,8.0,16.0,Adelaide,Docklands,10.0,North Melbourne,29.0,18.0,Victoria
Melbourne,Round 4,85,6.0,60,2021,13.0,9.0,Geelong,M.C.G.,12.0,Melbourne,15.0,25.0,Victoria
Fremantle,Round 4,96,9.0,81,2021,18.0,12.0,Hawthorn,Perth Stadium,13.0,Fremantle,21.0,31.0,Western Australia
Richmond,Round 5,48,14.0,134,2021,6.0,20.0,Richmond,Docklands,7.0,St Kilda,34.0,13.0,Victoria
West Coast,Round 5,103,10.0,76,2021,7.0,11.0,Collingwood,Perth Stadium,16.0,West Coast,21.0,23.0,Western Australia
Western Bulldogs,Round 5,118,8.0,56,2021,16.0,8.0,Gold Coast,Docklands,17.0,Western Bulldogs,16.0,33.0,Victoria
Greater Western Sydney,Round 5,69,17.0,71,2021,9.0,9.0,Greater Western Sydney,S.C.G.,10.0,Sydney,26.0,19.0,New South Wales
Port Adelaide,Round 5,68,6.0,96,2021,14.0,15.0,Port Adelaide,M.C.G.,9.0,Carlton,21.0,23.0,Victoria
Brisbane Lions,Round 5,102,9.0,45,2021,12.0,6.0,Essendon,Gabba,15.0,Brisbane Lions,15.0,27.0,Queensland
Fremantle,Round 5,72,12.0,84,2021,6.0,12.0,Fremantle,Adelaide Oval,11.0,Adelaide,24.0,17.0,South Australia
Melbourne,Round 5,54,14.0,104,2021,6.0,15.0,Melbourne,M.C.G.,8.0,Hawthorn,29.0,14.0,Victoria
Geelong,Round 5,77,5.0,47,2021,17.0,7.0,North Melbourne,Kardinia Park,10.0,Geelong,12.0,27.0,Victoria
Western Bulldogs,Round 6,65,14.0,104,2021,11.0,15.0,Western Bulldogs,Manuka Oval,9.0,Greater Western Sydney,29.0,20.0,New South Wales
Geelong,Round 6,136,9.0,39,2021,10.0,5.0,West Coast,Kardinia Park,21.0,Geelong,14.0,31.0,Victoria
Gold Coast,Round 6,100,6.0,60,2021,10.0,9.0,Sydney,Carrara,15.0,Gold Coast,15.0,25.0,Queensland
Brisbane Lions,Round 6,85,13.0,103,2021,13.0,15.0,Brisbane Lions,Docklands,12.0,Carlton,28.0,25.0,Victoria
Melbourne,Round 6,82,12.0,48,2021,10.0,6.0,Richmond,M.C.G.,12.0,Melbourne,18.0,22.0,Victoria
Fremantle,Round 6,99,12.0,48,2021,15.0,6.0,North Melbourne,Perth Stadium,14.0,Fremantle,18.0,29.0,Western Australia
Hawthorn,Round 6,102,3.0,99,2021,12.0,16.0,Adelaide,York Park,15.0,Hawthorn,19.0,27.0,Victoria
Essendon,Round 6,85,13.0,109,2021,7.0,16.0,Essendon,M.C.G.,13.0,Collingwood,29.0,20.0,Victoria
Port Adelaide,Round 6,93,9.0,39,2021,9.0,5.0,St Kilda,Adelaide Oval,14.0,Port Adelaide,14.0,23.0,South Australia
Brisbane Lions,Round 7,93,14.0,44,2021,15.0,5.0,Port Adelaide,Gabba,13.0,Brisbane Lions,19.0,28.0,Queensland
Gold Coast,Round 7,55,7.0,79,2021,13.0,12.0,Gold Coast,M.C.G.,7.0,Collingwood,19.0,20.0,Victoria
Carlton,Round 7,107,9.0,123,2021,11.0,19.0,Carlton,M.C.G.,16.0,Essendon,28.0,27.0,Victoria
Melbourne,Round 7,73,7.0,103,2021,7.0,16.0,Melbourne,Bellerive Oval,11.0,North Melbourne,23.0,18.0,Victoria
Richmond,Round 7,77,13.0,55,2021,11.0,7.0,Western Bulldogs,M.C.G.,11.0,Richmond,20.0,22.0,Victoria
St Kilda,Round 7,128,5.0,59,2021,14.0,9.0,Hawthorn,Docklands,19.0,St Kilda,14.0,33.0,Victoria
Sydney,Round 7,90,16.0,88,2021,6.0,12.0,Geelong,S.C.G.,14.0,Sydney,28.0,20.0,New South Wales
Greater Western Sydney,Round 7,39,16.0,106,2021,15.0,15.0,Greater Western Sydney,Adelaide Oval,4.0,Adelaide,31.0,19.0,South Australia
West Coast,Round 7,132,7.0,73,2021,12.0,11.0,Fremantle,Perth Stadium,20.0,West Coast,18.0,32.0,Western Australia
St Kilda,Round 8,54,15.0,63,2021,12.0,8.0,St Kilda,Carrara,7.0,Gold Coast,23.0,19.0,Queensland
Greater Western Sydney,Round 8,107,9.0,105,2021,11.0,16.0,Essendon,Sydney Showground,16.0,Greater Western Sydney,25.0,27.0,New South Wales
West Coast,Round 8,60,14.0,98,2021,12.0,14.0,West Coast,M.C.G.,8.0,Hawthorn,28.0,20.0,Victoria
Melbourne,Round 8,67,10.0,58,2021,7.0,8.0,Sydney,M.C.G.,10.0,Melbourne,18.0,17.0,Victoria
Collingwood,Round 8,76,10.0,94,2021,10.0,14.0,Collingwood,Docklands,11.0,North Melbourne,24.0,21.0,Victoria
Geelong,Round 8,63,12.0,126,2021,9.0,19.0,Geelong,M.C.G.,9.0,Richmond,31.0,18.0,Victoria
Western Bulldogs,Round 8,107,13.0,91,2021,11.0,13.0,Carlton,Docklands,16.0,Western Bulldogs,26.0,27.0,Victoria
Port Adelaide,Round 8,87,8.0,38,2021,15.0,5.0,Adelaide,Adelaide Oval,12.0,Port Adelaide,13.0,27.0,South Australia
Brisbane Lions,Round 8,95,11.0,71,2021,11.0,10.0,Fremantle,Gabba,14.0,Brisbane Lions,21.0,25.0,Queensland
Essendon,Round 9,68,13.0,61,2021,8.0,8.0,Fremantle,Docklands,10.0,Essendon,21.0,18.0,Victoria
Brisbane Lions,Round 9,51,10.0,124,2021,9.0,19.0,Brisbane Lions,Carrara,7.0,Gold Coast,29.0,16.0,Queensland
North Melbourne,Round 9,80,9.0,87,2021,8.0,13.0,North Melbourne,York Park,12.0,Hawthorn,22.0,20.0,Victoria
Melbourne,Round 9,94,8.0,68,2021,16.0,10.0,Carlton,M.C.G.,13.0,Melbourne,18.0,29.0,Victoria
Richmond,Round 9,87,11.0,83,2021,9.0,12.0,Greater Western Sydney,Docklands,13.0,Richmond,23.0,22.0,Victoria
Geelong,Round 9,47,8.0,68,2021,17.0,10.0,Geelong,Docklands,5.0,St Kilda,18.0,22.0,Victoria
Sydney,Round 9,72,12.0,42,2021,12.0,5.0,Collingwood,S.C.G.,10.0,Sydney,17.0,22.0,New South Wales
Western Bulldogs,Round 9,77,6.0,96,2021,5.0,15.0,Western Bulldogs,Adelaide Oval,12.0,Port Adelaide,21.0,17.0,South Australia
West Coast,Round 9,106,10.0,76,2021,10.0,11.0,Adelaide,Perth Stadium,16.0,West Coast,21.0,26.0,Western Australia
Brisbane Lions,Round 10,102,8.0,74,2021,12.0,11.0,Richmond,Gabba,15.0,Brisbane Lions,19.0,27.0,Queensland
Carlton,Round 10,86,9.0,63,2021,8.0,9.0,Hawthorn,M.C.G.,13.0,Carlton,18.0,21.0,Victoria
Port Adelaide,Round 10,58,11.0,59,2021,10.0,8.0,Port Adelaide,M.C.G.,8.0,Collingwood,19.0,18.0,Victoria
Essendon,Round 10,141,9.0,69,2021,9.0,10.0,North Melbourne,Docklands,22.0,Essendon,19.0,31.0,Victoria
Geelong,Round 10,91,9.0,57,2021,7.0,8.0,Gold Coast,Kardinia Park,14.0,Geelong,17.0,21.0,Victoria
Greater Western Sydney,Round 10,93,11.0,77,2021,15.0,11.0,West Coast,Sydney Showground,13.0,Greater Western Sydney,22.0,28.0,New South Wales
Western Bulldogs,Round 10,144,3.0,33,2021,18.0,5.0,St Kilda,Docklands,21.0,Western Bulldogs,8.0,39.0,Victoria
Adelaide,Round 10,96,11.0,95,2021,6.0,14.0,Melbourne,Adelaide Oval,15.0,Adelaide,25.0,21.0,South Australia
Fremantle,Round 10,86,6.0,84,2021,14.0,13.0,Sydney,Perth Stadium,12.0,Fremantle,19.0,26.0,Western Australia
Brisbane Lions,Round 11,129,5.0,65,2021,15.0,10.0,Greater Western Sydney,Gabba,19.0,Brisbane Lions,15.0,34.0,Queensland
Geelong,Round 11,51,13.0,61,2021,15.0,8.0,Geelong,M.C.G.,6.0,Collingwood,21.0,21.0,Victoria
Richmond,Round 11,111,11.0,83,2021,9.0,12.0,Adelaide,Sydney Showground,17.0,Richmond,23.0,26.0,Victoria
St Kilda,Round 11,88,8.0,68,2021,16.0,10.0,North Melbourne,Docklands,12.0,St Kilda,18.0,28.0,Victoria
Sydney,Round 11,100,12.0,78,2021,10.0,11.0,Carlton,S.C.G.,15.0,Sydney,23.0,25.0,New South Wales
Melbourne,Round 11,59,9.0,87,2021,11.0,13.0,Melbourne,Docklands,8.0,Western Bulldogs,22.0,19.0,Victoria
Gold Coast,Round 11,113,10.0,76,2021,11.0,11.0,Hawthorn,S.C.G.,17.0,Gold Coast,21.0,28.0,Queensland
Port Adelaide,Round 11,115,15.0,69,2021,7.0,9.0,Fremantle,Adelaide Oval,18.0,Port Adelaide,24.0,25.0,South Australia
Essendon,Round 11,71,15.0,87,2021,5.0,12.0,Essendon,Perth Stadium,11.0,West Coast,27.0,16.0,Western Australia
West Coast,Round 12,73,11.0,95,2021,13.0,14.0,West Coast,S.C.G.,10.0,Carlton,25.0,23.0,Victoria
Richmond,Round 12,84,9.0,123,2021,12.0,19.0,Richmond,Perth Stadium,12.0,Essendon,28.0,24.0,Victoria
Sydney,Round 12,92,11.0,83,2021,14.0,12.0,St Kilda,S.C.G.,13.0,Sydney,23.0,27.0,New South Wales
Collingwood,Round 12,73,6.0,78,2021,13.0,12.0,Collingwood,Adelaide Oval,10.0,Adelaide,18.0,23.0,South Australia
Melbourne,Round 12,97,9.0,75,2021,13.0,11.0,Brisbane Lions,Sydney Showground,14.0,Melbourne,20.0,27.0,Victoria
Western Bulldogs,Round 12,65,15.0,93,2021,11.0,13.0,Western Bulldogs,Perth Stadium,9.0,Fremantle,28.0,20.0,Western Australia
Collingwood,Round 13,63,14.0,80,2021,9.0,11.0,Collingwood,S.C.G.,9.0,Melbourne,25.0,18.0,Victoria
,Round 13,94,10.0,94,2021,10.0,14.0,Greater Western Sydney,Bellerive Oval,14.0,North Melbourne,24.0,24.0,Victoria
Adelaide,Round 13,60,12.0,66,2021,12.0,9.0,Adelaide,Cazaly's Stadium,8.0,St Kilda,21.0,20.0,Victoria
Hawthorn,Round 13,51,5.0,89,2021,9.0,14.0,Hawthorn,S.C.G.,7.0,Sydney,19.0,16.0,New South Wales
Geelong,Round 13,91,10.0,112,2021,7.0,17.0,Geelong,Adelaide Oval,14.0,Port Adelaide,27.0,21.0,South Australia
Fremantle,Round 13,76,13.0,49,2021,10.0,6.0,Gold Coast,Perth Stadium,11.0,Fremantle,19.0,21.0,Western Australia
Geelong,Round 14,83,12.0,78,2021,11.0,11.0,Western Bulldogs,Kardinia Park,12.0,Geelong,23.0,23.0,Victoria
Port Adelaide,Round 14,31,9.0,81,2021,7.0,12.0,Port Adelaide,Carrara,4.0,Gold Coast,21.0,11.0,Queensland
Greater Western Sydney,Round 14,102,12.0,66,2021,6.0,9.0,Carlton,Sydney Showground,16.0,Greater Western Sydney,21.0,22.0,New South Wales
Essendon,Round 14,73,8.0,86,2021,13.0,13.0,Essendon,York Park,10.0,Hawthorn,21.0,23.0,Victoria
Brisbane Lions,Round 14,45,14.0,68,2021,9.0,9.0,Brisbane Lions,Bellerive Oval,6.0,North Melbourne,23.0,15.0,Victoria
West Coast,Round 13,85,9.0,81,2021,7.0,12.0,Richmond,Perth Stadium,13.0,West Coast,21.0,20.0,Western Australia
Brisbane Lions,Round 15,94,8.0,50,2021,16.0,7.0,Geelong,Gabba,13.0,Brisbane Lions,15.0,29.0,Queensland
Carlton,Round 15,83,13.0,73,2021,11.0,10.0,Adelaide,Docklands,12.0,Carlton,23.0,23.0,Victoria
Fremantle,Round 15,79,7.0,91,2021,7.0,14.0,Fremantle,Docklands,12.0,Collingwood,21.0,19.0,Victoria
Melbourne,Round 15,57,14.0,68,2021,9.0,9.0,Melbourne,M.C.G.,8.0,Essendon,23.0,17.0,Victoria
Hawthorn,Round 15,72,12.0,90,2021,6.0,13.0,Hawthorn,M.C.G.,11.0,Greater Western Sydney,25.0,17.0,New South Wales
North Melbourne,Round 15,72,9.0,63,2021,18.0,9.0,Gold Coast,Bellerive Oval,9.0,North Melbourne,18.0,27.0,Victoria
St Kilda,Round 15,22,8.0,62,2021,10.0,9.0,St Kilda,M.C.G.,2.0,Richmond,17.0,12.0,Victoria
Port Adelaide,Round 15,81,11.0,71,2021,9.0,10.0,Sydney,Adelaide Oval,12.0,Port Adelaide,21.0,21.0,South Australia
Western Bulldogs,Round 15,43,20.0,98,2021,7.0,13.0,Western Bulldogs,Perth Stadium,6.0,West Coast,33.0,13.0,Western Australia
St Kilda,Round 16,61,10.0,70,2021,13.0,10.0,St Kilda,M.C.G.,8.0,Collingwood,20.0,21.0,Victoria
Geelong,Round 16,98,9.0,57,2021,8.0,8.0,Essendon,Kardinia Park,15.0,Geelong,17.0,23.0,Victoria
Gold Coast,Round 16,77,7.0,67,2021,17.0,10.0,Richmond,Docklands,10.0,Gold Coast,17.0,27.0,Queensland
Port Adelaide,Round 16,53,9.0,87,2021,11.0,13.0,Port Adelaide,Docklands,7.0,Hawthorn,22.0,18.0,Victoria
Greater Western Sydney,Round 16,55,10.0,64,2021,13.0,9.0,Greater Western Sydney,M.C.G.,7.0,Melbourne,19.0,20.0,Victoria
Sydney,Round 16,118,8.0,26,2021,10.0,3.0,West Coast,Kardinia Park,18.0,Sydney,11.0,28.0,New South Wales
Western Bulldogs,Round 16,108,13.0,79,2021,12.0,11.0,North Melbourne,Docklands,16.0,Western Bulldogs,24.0,28.0,Victoria
Brisbane Lions,Round 16,59,9.0,111,2021,11.0,17.0,Brisbane Lions,Adelaide Oval,8.0,Adelaide,26.0,19.0,South Australia
Carlton,Round 16,64,8.0,80,2021,16.0,12.0,Carlton,M.C.G.,8.0,Fremantle,20.0,24.0,Western Australia
St Kilda,Round 17,63,11.0,95,2021,15.0,14.0,St Kilda,Carrara,8.0,Brisbane Lions,25.0,23.0,Queensland
Geelong,Round 17,44,10.0,70,2021,14.0,10.0,Geelong,M.C.G.,5.0,Carlton,20.0,19.0,Victoria
Essendon,Round 17,84,9.0,21,2021,18.0,2.0,Adelaide,Docklands,11.0,Essendon,11.0,29.0,Victoria
Gold Coast,Round 17,64,5.0,65,2021,10.0,10.0,Gold Coast,Eureka Stadium,9.0,Greater Western Sydney,15.0,19.0,New South Wales
Fremantle,Round 17,46,12.0,108,2021,10.0,16.0,Fremantle,York Park,6.0,Hawthorn,28.0,16.0,Victoria
Collingwood,Round 17,71,9.0,87,2021,5.0,13.0,Collingwood,M.C.G.,11.0,Richmond,22.0,16.0,Victoria
Sydney,Round 17,60,13.0,79,2021,12.0,11.0,Sydney,Docklands,8.0,Western Bulldogs,24.0,20.0,Victoria
Melbourne,Round 17,55,14.0,86,2021,7.0,12.0,Melbourne,Adelaide Oval,8.0,Port Adelaide,26.0,15.0,South Australia
North Melbourne,Round 17,60,10.0,70,2021,12.0,10.0,North Melbourne,Perth Stadium,8.0,West Coast,20.0,20.0,Western Australia
Carlton,Round 18,62,13.0,91,2021,8.0,13.0,Carlton,M.C.G.,9.0,Collingwood,26.0,17.0,Victoria
Western Bulldogs,Round 18,79,6.0,90,2021,13.0,14.0,Western Bulldogs,Carrara,11.0,Gold Coast,20.0,24.0,Queensland
Sydney,Round 18,72,8.0,98,2021,6.0,15.0,Sydney,Carrara,11.0,Greater Western Sydney,23.0,17.0,New South Wales
,Round 18,79,7.0,79,2021,13.0,12.0,Hawthorn,M.C.G.,11.0,Melbourne,19.0,24.0,Victoria
Essendon,Round 18,74,14.0,92,2021,8.0,13.0,Essendon,Carrara,11.0,North Melbourne,27.0,19.0,Victoria
Richmond,Round 18,106,8.0,86,2021,10.0,13.0,Brisbane Lions,Carrara,16.0,Richmond,21.0,26.0,Victoria
Port Adelaide,Round 18,61,14.0,74,2021,13.0,10.0,Port Adelaide,Docklands,8.0,St Kilda,24.0,21.0,Victoria
West Coast,Round 18,56,14.0,98,2021,8.0,14.0,West Coast,Adelaide Oval,8.0,Adelaide,28.0,16.0,South Australia
Geelong,Round 18,31,16.0,100,2021,13.0,14.0,Geelong,Perth Stadium,3.0,Fremantle,30.0,16.0,Western Australia
North Melbourne,Round 19,77,8.0,116,2021,11.0,18.0,North Melbourne,Docklands,11.0,Carlton,26.0,22.0,Victoria
Greater Western Sydney,Round 19,53,12.0,66,2021,11.0,9.0,Greater Western Sydney,Carrara,7.0,Essendon,21.0,18.0,Victoria
Geelong,Round 19,95,9.0,57,2021,5.0,8.0,Richmond,M.C.G.,15.0,Geelong,17.0,20.0,Victoria
Melbourne,Round 20,30,20.0,128,2021,6.0,18.0,Melbourne,Docklands,4.0,Gold Coast,38.0,10.0,Queensland
Hawthorn,Round 20,92,8.0,80,2021,8.0,12.0,Brisbane Lions,York Park,14.0,Hawthorn,20.0,22.0,Victoria
Sydney,Round 19,98,10.0,58,2021,14.0,8.0,Fremantle,Carrara,14.0,Sydney,18.0,28.0,New South Wales
Western Bulldogs,Round 20,105,8.0,56,2021,15.0,8.0,Adelaide,Eureka Stadium,15.0,Western Bulldogs,16.0,30.0,Victoria
Port Adelaide,Round 19,97,9.0,69,2021,13.0,10.0,Collingwood,Docklands,14.0,Port Adelaide,19.0,27.0,South Australia
West Coast,Round 19,94,8.0,86,2021,10.0,13.0,St Kilda,Perth Stadium,14.0,West Coast,21.0,24.0,Western Australia
Brisbane Lions,Round 19,120,11.0,71,2021,18.0,10.0,Gold Coast,Gabba,17.0,Brisbane Lions,21.0,35.0,Queensland
Collingwood,Round 20,90,9.0,45,2021,6.0,6.0,West Coast,M.C.G.,14.0,Collingwood,15.0,20.0,Victoria
Sydney,Round 20,102,7.0,109,2021,6.0,17.0,Sydney,M.C.G.,16.0,Essendon,24.0,22.0,Victoria
Port Adelaide,Round 20,73,10.0,100,2021,7.0,15.0,Port Adelaide,Docklands,11.0,Greater Western Sydney,25.0,18.0,New South Wales
Western Bulldogs,Round 19,65,7.0,85,2021,11.0,13.0,Western Bulldogs,M.C.G.,9.0,Melbourne,20.0,20.0,Victoria
Geelong,Round 20,42,14.0,62,2021,6.0,8.0,Geelong,Bellerive Oval,6.0,North Melbourne,22.0,12.0,Victoria
Carlton,Round 20,81,4.0,112,2021,9.0,18.0,Carlton,Docklands,12.0,St Kilda,22.0,21.0,Victoria
Adelaide,Round 19,102,5.0,83,2021,6.0,13.0,Hawthorn,Docklands,16.0,Adelaide,18.0,22.0,South Australia
Fremantle,Round 20,55,15.0,51,2021,13.0,6.0,Richmond,Perth Stadium,7.0,Fremantle,21.0,20.0,Western Australia
Brisbane Lions,Round 21,54,10.0,118,2021,6.0,18.0,Brisbane Lions,Perth Stadium,8.0,Fremantle,28.0,14.0,Western Australia
Gold Coast,Round 21,57,10.0,76,2021,9.0,11.0,Gold Coast,Docklands,8.0,Carlton,21.0,17.0,Victoria
Greater Western Sydney,Round 21,65,6.0,84,2021,17.0,13.0,Greater Western Sydney,Kardinia Park,8.0,Geelong,19.0,25.0,Victoria
Hawthorn,Round 21,97,6.0,78,2021,7.0,12.0,Collingwood,M.C.G.,15.0,Hawthorn,18.0,22.0,Victoria
Richmond,Round 21,89,8.0,56,2021,11.0,8.0,North Melbourne,M.C.G.,13.0,Richmond,16.0,24.0,Victoria
St Kilda,Round 21,93,4.0,64,2021,9.0,10.0,Sydney,Docklands,14.0,St Kilda,14.0,23.0,Victoria
Essendon,Round 21,84,7.0,97,2021,12.0,15.0,Essendon,Docklands,12.0,Western Bulldogs,22.0,24.0,Victoria
Port Adelaide,Round 21,51,13.0,55,2021,9.0,7.0,Port Adelaide,Adelaide Oval,7.0,Adelaide,20.0,16.0,South Australia
Melbourne,Round 21,63,12.0,72,2021,9.0,10.0,Melbourne,Perth Stadium,9.0,West Coast,22.0,18.0,Western Australia
Brisbane Lions,Round 22,142,9.0,57,2021,10.0,8.0,Collingwood,Gabba,22.0,Brisbane Lions,17.0,32.0,Queensland
Geelong,Round 22,85,5.0,71,2021,7.0,11.0,St Kilda,Kardinia Park,13.0,Geelong,16.0,20.0,Victoria
Essendon,Round 22,30,14.0,98,2021,6.0,14.0,Essendon,Kardinia Park,4.0,Gold Coast,28.0,10.0,Queensland
Greater Western Sydney,Round 22,106,7.0,67,2021,10.0,10.0,Richmond,Docklands,16.0,Greater Western Sydney,17.0,26.0,New South Wales
Hawthorn,Round 22,64,7.0,37,2021,10.0,5.0,Western Bulldogs,York Park,9.0,Hawthorn,12.0,19.0,Victoria
Melbourne,Round 22,104,9.0,63,2021,8.0,9.0,Adelaide,M.C.G.,16.0,Melbourne,18.0,24.0,Victoria
Sydney,Round 22,77,13.0,91,2021,5.0,13.0,Sydney,Docklands,12.0,North Melbourne,26.0,17.0,Victoria
Port Adelaide,Round 22,140,15.0,45,2021,14.0,5.0,Carlton,Adelaide Oval,21.0,Port Adelaide,20.0,35.0,South Australia
Fremantle,Round 22,79,10.0,64,2021,7.0,9.0,West Coast,Perth Stadium,12.0,Fremantle,19.0,19.0,Western Australia
Brisbane Lions,Round 23,125,9.0,87,2021,11.0,13.0,West Coast,Gabba,19.0,Brisbane Lions,22.0,30.0,Queensland
Greater Western Sydney,Round 23,75,17.0,89,2021,9.0,12.0,Greater Western Sydney,Docklands,11.0,Carlton,29.0,20.0,Victoria
Essendon,Round 23,102,10.0,64,2021,6.0,9.0,Collingwood,M.C.G.,16.0,Essendon,19.0,22.0,Victoria
Melbourne,Round 23,77,9.0,81,2021,5.0,12.0,Melbourne,Kardinia Park,12.0,Geelong,21.0,17.0,Victoria
,Round 23,83,11.0,83,2021,11.0,12.0,Hawthorn,M.C.G.,12.0,Richmond,23.0,23.0,Victoria
St Kilda,Round 23,107,13.0,49,2021,5.0,6.0,Fremantle,Bellerive Oval,17.0,St Kilda,19.0,22.0,Victoria
Sydney,Round 23,136,13.0,49,2021,10.0,6.0,Gold Coast,Docklands,21.0,Sydney,19.0,31.0,New South Wales
Port Adelaide,Round 23,64,12.0,66,2021,4.0,9.0,Port Adelaide,Docklands,10.0,Western Bulldogs,21.0,14.0,Victoria
Adelaide,Round 23,98,6.0,54,2021,20.0,8.0,North Melbourne,Adelaide Oval,13.0,Adelaide,14.0,33.0,South Australia
Western Bulldogs,Elimination Final,85,12.0,36,2021,7.0,4.0,Essendon,York Park,13.0,Western Bulldogs,16.0,20.0,Victoria
Greater Western Sydney,Elimination Final,73,8.0,74,2021,13.0,11.0,Greater Western Sydney,York Park,10.0,Sydney,19.0,23.0,New South Wales
Melbourne,Qualifying Final,93,6.0,60,2021,15.0,9.0,Brisbane Lions,Adelaide Oval,13.0,Melbourne,15.0,28.0,Victoria
Port Adelaide,Qualifying Final,86,13.0,43,2021,14.0,5.0,Geelong,Adelaide Oval,12.0,Port Adelaide,18.0,26.0,South Australia
Western Bulldogs,Semi-Final,78,13.0,79,2021,12.0,11.0,Western Bulldogs,Gabba,11.0,Brisbane Lions,24.0,23.0,Queensland
Geelong,Semi-Final,103,8.0,68,2021,13.0,10.0,Greater Western Sydney,Perth Stadium,15.0,Geelong,18.0,28.0,Victoria
Melbourne,Preliminary Final,125,6.0,42,2021,11.0,6.0,Geelong,Perth Stadium,19.0,Melbourne,12.0,30.0,Victoria
Western Bulldogs,Preliminary Final,45,14.0,116,2021,9.0,17.0,Western Bulldogs,Adelaide Oval,6.0,Port Adelaide,31.0,15.0,South Australia
Melbourne,Grand Final,140,6.0,66,2021,14.0,10.0,Western Bulldogs,Perth Stadium,21.0,Melbourne,16.0,35.0,Victoria
,Round 1,0,,0,2022,,,Western Bulldogs,M.C.G.,,Melbourne,,,Victoria
,Round 1,0,,0,2022,,,Richmond,M.C.G.,,Carlton,,,Victoria
,Round 1,0,,0,2022,,,Collingwood,Docklands,,St Kilda,,,Victoria
,Round 1,0,,0,2022,,,Essendon,M.C.G.,,Geelong,,,Victoria
,Round 1,0,,0,2022,,,Sydney,Stadium Australia,,Greater Western Sydney,,,New South Wales
,Round 1,0,,0,2022,,,Port Adelaide,Gabba,,Brisbane Lions,,,Queensland
,Round 1,0,,0,2022,,,North Melbourne,M.C.G.,,Hawthorn,,,Victoria
,Round 1,0,,0,2022,,,Fremantle,Adelaide Oval,,Adelaide,,,South Australia
,Round 1,0,,0,2022,,,Gold Coast,Perth Stadium,,West Coast,,,Western Australia
,Round 2,0,,0,2022,,,Carlton,Docklands,,Western Bulldogs,,,Victoria
,Round 2,0,,0,2022,,,Geelong,S.C.G.,,Sydney,,,New South Wales
,Round 2,0,,0,2022,,,Adelaide,M.C.G.,,Collingwood,,,Victoria
,Round 2,0,,0,2022,,,Brisbane Lions,Docklands,,Essendon,,,Victoria
,Round 2,0,,0,2022,,,Hawthorn,Adelaide Oval,,Port Adelaide,,,South Australia
,Round 2,0,,0,2022,,,Melbourne,Carrara,,Gold Coast,,,Queensland
,Round 2,0,,0,2022,,,West Coast,Docklands,,North Melbourne,,,Victoria
,Round 2,0,,0,2022,,,Greater Western Sydney,M.C.G.,,Richmond,,,Victoria
,Round 2,0,,0,2022,,,St Kilda,Perth Stadium,,Fremantle,,,Western Australia
,Round 3,0,,0,2022,,,Sydney,Docklands,,Western Bulldogs,,,Victoria
,Round 3,0,,0,2022,,,Essendon,M.C.G.,,Melbourne,,,Victoria
,Round 3,0,,0,2022,,,Port Adelaide,Adelaide Oval,,Adelaide,,,South Australia
,Round 3,0,,0,2022,,,Gold Coast,Sydney Showground,,Greater Western Sydney,,,New South Wales
